gendistrict,hood,category,count
SOUTHERN,Downtown/Civic Center,NON-CRIMINAL,321
SOUTHERN,Downtown/Civic Center,OTHER OFFENSES,315
SOUTHERN,Downtown/Civic Center,PROSTITUTION,2
SOUTHERN,Downtown/Civic Center,RECOVERED VEHICLE,3
SOUTHERN,Downtown/Civic Center,ROBBERY,108
SOUTHERN,Downtown/Civic Center,SECONDARY CODES,25
SOUTHERN,Downtown/Civic Center,"SEX OFFENSES, FORCIBLE",8
SOUTHERN,Downtown/Civic Center,STOLEN PROPERTY,23
SOUTHERN,Downtown/Civic Center,SUICIDE,1
SOUTHERN,Downtown/Civic Center,SUSPICIOUS OCC,88
SOUTHERN,Downtown/Civic Center,TRESPASS,8
SOUTHERN,Downtown/Civic Center,VANDALISM,68
SOUTHERN,Downtown/Civic Center,VEHICLE THEFT,6
SOUTHERN,Downtown/Civic Center,WARRANTS,201
SOUTHERN,Downtown/Civic Center,WEAPON LAWS,44
SOUTHERN,Financial District,ARSON,5
SOUTHERN,Financial District,ASSAULT,407
SOUTHERN,Financial District,BAD CHECKS,2
SOUTHERN,Financial District,BRIBERY,1
SOUTHERN,Financial District,BURGLARY,90
SOUTHERN,Financial District,DISORDERLY CONDUCT,15
SOUTHERN,Financial District,DRIVING UNDER THE INFLUENCE,11
SOUTHERN,Financial District,DRUG/NARCOTIC,53
SOUTHERN,Financial District,DRUNKENNESS,15
SOUTHERN,Financial District,EMBEZZLEMENT,6
SOUTHERN,Financial District,EXTORTION,1
SOUTHERN,Financial District,FORGERY/COUNTERFEITING,19
SOUTHERN,Financial District,FRAUD,106
SOUTHERN,Financial District,KIDNAPPING,5
SOUTHERN,Financial District,LARCENY/THEFT,1360
SOUTHERN,Financial District,LIQUOR LAWS,1
SOUTHERN,Financial District,LOITERING,1
SOUTHERN,Financial District,MISSING PERSON,60
SOUTHERN,Financial District,NON-CRIMINAL,587
SOUTHERN,Financial District,OTHER OFFENSES,425
SOUTHERN,Financial District,PROSTITUTION,255
SOUTHERN,Financial District,RECOVERED VEHICLE,10
SOUTHERN,Financial District,ROBBERY,94
SOUTHERN,Financial District,RUNAWAY,1
SOUTHERN,Financial District,SECONDARY CODES,28
SOUTHERN,Financial District,"SEX OFFENSES, FORCIBLE",25
SOUTHERN,Financial District,"SEX OFFENSES, NON FORCIBLE",1
SOUTHERN,Financial District,STOLEN PROPERTY,23
SOUTHERN,Financial District,SUICIDE,1
SOUTHERN,Financial District,SUSPICIOUS OCC,131
SOUTHERN,Financial District,TREA,1
SOUTHERN,Financial District,TRESPASS,63
SOUTHERN,Financial District,VANDALISM,195
SOUTHERN,Financial District,VEHICLE THEFT,70
SOUTHERN,Financial District,WARRANTS,127
SOUTHERN,Financial District,WEAPON LAWS,37
SOUTHERN,Mission,ASSAULT,12
SOUTHERN,Mission,BURGLARY,6
SOUTHERN,Mission,DISORDERLY CONDUCT,5
SOUTHERN,Mission,DRIVING UNDER THE INFLUENCE,1
SOUTHERN,Mission,DRUG/NARCOTIC,14
SOUTHERN,Mission,LARCENY/THEFT,47
SOUTHERN,Mission,LOITERING,1
SOUTHERN,Mission,NON-CRIMINAL,18
SOUTHERN,Mission,OTHER OFFENSES,30
SOUTHERN,Mission,RECOVERED VEHICLE,1
SOUTHERN,Mission,ROBBERY,2
SOUTHERN,Mission,SECONDARY CODES,2
SOUTHERN,Mission,STOLEN PROPERTY,1
SOUTHERN,Mission,SUSPICIOUS OCC,6
SOUTHERN,Mission,TRESPASS,9
SOUTHERN,Mission,VANDALISM,14
SOUTHERN,Mission,VEHICLE THEFT,9
SOUTHERN,Mission,WARRANTS,13
SOUTHERN,Mission,WEAPON LAWS,3
SOUTHERN,North Beach,ASSAULT,1
SOUTHERN,North Beach,BURGLARY,1
SOUTHERN,North Beach,LARCENY/THEFT,4
SOUTHERN,North Beach,MISSING PERSON,2
SOUTHERN,North Beach,NON-CRIMINAL,4
SOUTHERN,North Beach,OTHER OFFENSES,1
SOUTHERN,North Beach,ROBBERY,1
SOUTHERN,North Beach,SECONDARY CODES,1
SOUTHERN,North Beach,TRESPASS,1
SOUTHERN,North Beach,VANDALISM,1
SOUTHERN,Potrero Hill,ASSAULT,3
SOUTHERN,Potrero Hill,DRUG/NARCOTIC,1
SOUTHERN,Potrero Hill,LARCENY/THEFT,8
SOUTHERN,Potrero Hill,MISSING PERSON,2
SOUTHERN,Potrero Hill,NON-CRIMINAL,3
SOUTHERN,Potrero Hill,OTHER OFFENSES,8
SOUTHERN,Potrero Hill,ROBBERY,1
SOUTHERN,Potrero Hill,SECONDARY CODES,2
SOUTHERN,Potrero Hill,SUSPICIOUS OCC,4
SOUTHERN,Potrero Hill,TRESPASS,1
SOUTHERN,Potrero Hill,VANDALISM,3
SOUTHERN,Potrero Hill,WARRANTS,1
SOUTHERN,Potrero Hill,WEAPON LAWS,3
SOUTHERN,South of Market,ARSON,27
SOUTHERN,South of Market,ASSAULT,1647
SOUTHERN,South of Market,BAD CHECKS,3
SOUTHERN,South of Market,BRIBERY,5
SOUTHERN,South of Market,BURGLARY,704
SOUTHERN,South of Market,DISORDERLY CONDUCT,114
SOUTHERN,South of Market,DRIVING UNDER THE INFLUENCE,53
SOUTHERN,South of Market,DRUG/NARCOTIC,705
SOUTHERN,South of Market,DRUNKENNESS,67
SOUTHERN,South of Market,EMBEZZLEMENT,25
SOUTHERN,South of Market,EXTORTION,7
SOUTHERN,South of Market,FAMILY OFFENSES,2
SOUTHERN,South of Market,FORGERY/COUNTERFEITING,76
SOUTHERN,South of Market,FRAUD,338
SOUTHERN,South of Market,GAMBLING,4
SOUTHERN,South of Market,KIDNAPPING,23
SOUTHERN,South of Market,LARCENY/THEFT,7149
SOUTHERN,South of Market,LIQUOR LAWS,19
SOUTHERN,South of Market,LOITERING,6
SOUTHERN,South of Market,MISSING PERSON,493
SOUTHERN,South of Market,NON-CRIMINAL,2415
SOUTHERN,South of Market,OTHER OFFENSES,2525
SOUTHERN,South of Market,PROSTITUTION,5
SOUTHERN,South of Market,RECOVERED VEHICLE,89
SOUTHERN,South of Market,ROBBERY,378
SOUTHERN,South of Market,RUNAWAY,9
SOUTHERN,South of Market,SECONDARY CODES,191
SOUTHERN,South of Market,"SEX OFFENSES, FORCIBLE",140
SOUTHERN,South of Market,"SEX OFFENSES, NON FORCIBLE",8
SOUTHERN,South of Market,STOLEN PROPERTY,148
SOUTHERN,South of Market,SUICIDE,4
SOUTHERN,South of Market,SUSPICIOUS OCC,712
SOUTHERN,South of Market,TRESPASS,297
SOUTHERN,South of Market,VANDALISM,1130
SOUTHERN,South of Market,VEHICLE THEFT,520
SOUTHERN,South of Market,WARRANTS,1011
SOUTHERN,South of Market,WEAPON LAWS,217
SOUTHERN,Treasure Island/YBI,ARSON,1
SOUTHERN,Treasure Island/YBI,ASSAULT,22
SOUTHERN,Treasure Island/YBI,BURGLARY,11
SOUTHERN,Treasure Island/YBI,DRIVING UNDER THE INFLUENCE,1
SOUTHERN,Treasure Island/YBI,FAMILY OFFENSES,1
SOUTHERN,Treasure Island/YBI,FRAUD,3
SOUTHERN,Treasure Island/YBI,KIDNAPPING,1
SOUTHERN,Treasure Island/YBI,LARCENY/THEFT,64
SOUTHERN,Treasure Island/YBI,MISSING PERSON,28
SOUTHERN,Treasure Island/YBI,NON-CRIMINAL,33
SOUTHERN,Treasure Island/YBI,OTHER OFFENSES,19
SOUTHERN,Treasure Island/YBI,RECOVERED VEHICLE,6
SOUTHERN,Treasure Island/YBI,ROBBERY,2
SOUTHERN,Treasure Island/YBI,SECONDARY CODES,2
SOUTHERN,Treasure Island/YBI,"SEX OFFENSES, FORCIBLE",2
SOUTHERN,Treasure Island/YBI,SUSPICIOUS OCC,12
SOUTHERN,Treasure Island/YBI,TRESPASS,7
SOUTHERN,Treasure Island/YBI,VANDALISM,19
SOUTHERN,Treasure Island/YBI,VEHICLE THEFT,6
SOUTHERN,Treasure Island/YBI,WARRANTS,2
SOUTHERN,Treasure Island/YBI,WEAPON LAWS,2
SOUTHERN,West of Twin Peaks,ASSAULT,6
SOUTHERN,West of Twin Peaks,BURGLARY,1
SOUTHERN,West of Twin Peaks,LARCENY/THEFT,11
SOUTHERN,West of Twin Peaks,MISSING PERSON,3
SOUTHERN,West of Twin Peaks,NON-CRIMINAL,4
SOUTHERN,West of Twin Peaks,OTHER OFFENSES,2
SOUTHERN,West of Twin Peaks,SECONDARY CODES,1
SOUTHERN,West of Twin Peaks,TRESPASS,1
SOUTHERN,West of Twin Peaks,VANDALISM,1
SOUTHERN,West of Twin Peaks,VEHICLE THEFT,1
SOUTHERN,Western Addition,ASSAULT,6
SOUTHERN,Western Addition,BURGLARY,7
SOUTHERN,Western Addition,DISORDERLY CONDUCT,1
SOUTHERN,Western Addition,FORGERY/COUNTERFEITING,2
SOUTHERN,Western Addition,FRAUD,1
SOUTHERN,Western Addition,LARCENY/THEFT,12
SOUTHERN,Western Addition,NON-CRIMINAL,4
SOUTHERN,Western Addition,OTHER OFFENSES,3
SOUTHERN,Western Addition,ROBBERY,2
SOUTHERN,Western Addition,SECONDARY CODES,2
SOUTHERN,Western Addition,"SEX OFFENSES, FORCIBLE",1
SOUTHERN,Western Addition,SUSPICIOUS OCC,6
SOUTHERN,Western Addition,TRESPASS,3
SOUTHERN,Western Addition,VANDALISM,8
SOUTHERN,Western Addition,WARRANTS,1
TARAVAL,Golden Gate Park,ASSAULT,4
TARAVAL,Golden Gate Park,DRIVING UNDER THE INFLUENCE,3
TARAVAL,Golden Gate Park,DRUG/NARCOTIC,7
TARAVAL,Golden Gate Park,FRAUD,1
TARAVAL,Golden Gate Park,LARCENY/THEFT,45
TARAVAL,Golden Gate Park,NON-CRIMINAL,20
TARAVAL,Golden Gate Park,OTHER OFFENSES,25
TARAVAL,Golden Gate Park,ROBBERY,4
TARAVAL,Golden Gate Park,"SEX OFFENSES, FORCIBLE",1
TARAVAL,Golden Gate Park,STOLEN PROPERTY,1
TARAVAL,Golden Gate Park,SUSPICIOUS OCC,1
TARAVAL,Golden Gate Park,VANDALISM,4
TARAVAL,Golden Gate Park,VEHICLE THEFT,7
TARAVAL,Golden Gate Park,WARRANTS,4
TARAVAL,Golden Gate Park,WEAPON LAWS,5
TARAVAL,Inner Sunset,ASSAULT,80
TARAVAL,Inner Sunset,BAD CHECKS,1
TARAVAL,Inner Sunset,BRIBERY,3
TARAVAL,Inner Sunset,BURGLARY,93
TARAVAL,Inner Sunset,DISORDERLY CONDUCT,5
TARAVAL,Inner Sunset,DRIVING UNDER THE INFLUENCE,1
TARAVAL,Inner Sunset,DRUG/NARCOTIC,8
TARAVAL,Inner Sunset,DRUNKENNESS,6
TARAVAL,Inner Sunset,EMBEZZLEMENT,3
TARAVAL,Inner Sunset,FORGERY/COUNTERFEITING,3
TARAVAL,Inner Sunset,FRAUD,24
TARAVAL,Inner Sunset,KIDNAPPING,2
TARAVAL,Inner Sunset,LARCENY/THEFT,319
TARAVAL,Inner Sunset,LIQUOR LAWS,2
TARAVAL,Inner Sunset,MISSING PERSON,48
TARAVAL,Inner Sunset,NON-CRIMINAL,138
TARAVAL,Inner Sunset,OTHER OFFENSES,134
TARAVAL,Inner Sunset,RECOVERED VEHICLE,4
TARAVAL,Inner Sunset,ROBBERY,18
TARAVAL,Inner Sunset,SECONDARY CODES,9
TARAVAL,Inner Sunset,"SEX OFFENSES, FORCIBLE",5
TARAVAL,Inner Sunset,STOLEN PROPERTY,5
TARAVAL,Inner Sunset,SUSPICIOUS OCC,40
TARAVAL,Inner Sunset,TRESPASS,9
TARAVAL,Inner Sunset,VANDALISM,50
TARAVAL,Inner Sunset,VEHICLE THEFT,63
TARAVAL,Inner Sunset,WARRANTS,23
TARAVAL,Inner Sunset,WEAPON LAWS,4
TARAVAL,Lakeshore,ARSON,4
TARAVAL,Lakeshore,ASSAULT,147
TARAVAL,Lakeshore,BAD CHECKS,2
TARAVAL,Lakeshore,BURGLARY,150
TARAVAL,Lakeshore,DISORDERLY CONDUCT,2
TARAVAL,Lakeshore,DRIVING UNDER THE INFLUENCE,12
TARAVAL,Lakeshore,DRUG/NARCOTIC,30
TARAVAL,Lakeshore,DRUNKENNESS,11
TARAVAL,Lakeshore,EMBEZZLEMENT,8
TARAVAL,Lakeshore,EXTORTION,3
TARAVAL,Lakeshore,FAMILY OFFENSES,1
TARAVAL,Lakeshore,FORGERY/COUNTERFEITING,6
TARAVAL,Lakeshore,FRAUD,72
TARAVAL,Lakeshore,KIDNAPPING,3
TARAVAL,Lakeshore,LARCENY/THEFT,789
TARAVAL,Lakeshore,LIQUOR LAWS,8
TARAVAL,Lakeshore,LOITERING,1
TARAVAL,Lakeshore,MISSING PERSON,45
TARAVAL,Lakeshore,NON-CRIMINAL,258
TARAVAL,Lakeshore,OTHER OFFENSES,437
TARAVAL,Lakeshore,PROSTITUTION,102
TARAVAL,Lakeshore,RECOVERED VEHICLE,10
TARAVAL,Lakeshore,ROBBERY,41
TARAVAL,Lakeshore,SECONDARY CODES,32
TARAVAL,Lakeshore,"SEX OFFENSES, FORCIBLE",22
TARAVAL,Lakeshore,"SEX OFFENSES, NON FORCIBLE",3
TARAVAL,Lakeshore,STOLEN PROPERTY,11
TARAVAL,Lakeshore,SUICIDE,1
TARAVAL,Lakeshore,SUSPICIOUS OCC,63
TARAVAL,Lakeshore,TREA,1
TARAVAL,Lakeshore,TRESPASS,33
TARAVAL,Lakeshore,VANDALISM,149
TARAVAL,Lakeshore,VEHICLE THEFT,96
TARAVAL,Lakeshore,WARRANTS,80
TARAVAL,Lakeshore,WEAPON LAWS,12
TARAVAL,Ocean View,ARSON,4
TARAVAL,Ocean View,ASSAULT,235
TARAVAL,Ocean View,BAD CHECKS,1
TARAVAL,Ocean View,BRIBERY,1
TARAVAL,Ocean View,BURGLARY,119
TARAVAL,Ocean View,DISORDERLY CONDUCT,1
TARAVAL,Ocean View,DRIVING UNDER THE INFLUENCE,6
TARAVAL,Ocean View,DRUG/NARCOTIC,20
TARAVAL,Ocean View,DRUNKENNESS,7
TARAVAL,Ocean View,EMBEZZLEMENT,2
TARAVAL,Ocean View,EXTORTION,3
TARAVAL,Ocean View,FAMILY OFFENSES,2
TARAVAL,Ocean View,FORGERY/COUNTERFEITING,3
TARAVAL,Ocean View,FRAUD,33
TARAVAL,Ocean View,KIDNAPPING,9
TARAVAL,Ocean View,LARCENY/THEFT,298
TARAVAL,Ocean View,LIQUOR LAWS,3
TARAVAL,Ocean View,MISSING PERSON,65
TARAVAL,Ocean View,NON-CRIMINAL,237
TARAVAL,Ocean View,OTHER OFFENSES,346
TARAVAL,Ocean View,RECOVERED VEHICLE,13
TARAVAL,Ocean View,ROBBERY,37
TARAVAL,Ocean View,RUNAWAY,1
TARAVAL,Ocean View,SECONDARY CODES,41
TARAVAL,Ocean View,"SEX OFFENSES, FORCIBLE",8
TARAVAL,Ocean View,"SEX OFFENSES, NON FORCIBLE",1
TARAVAL,Ocean View,STOLEN PROPERTY,8
TARAVAL,Ocean View,SUICIDE,1
TARAVAL,Ocean View,SUSPICIOUS OCC,82
TARAVAL,Ocean View,TRESPASS,20
TARAVAL,Ocean View,VANDALISM,125
TARAVAL,Ocean View,VEHICLE THEFT,110
TARAVAL,Ocean View,WARRANTS,61
TARAVAL,Ocean View,WEAPON LAWS,30
TARAVAL,Outer Mission,ASSAULT,10
TARAVAL,Outer Mission,DRUG/NARCOTIC,2
TARAVAL,Outer Mission,DRUNKENNESS,2
TARAVAL,Outer Mission,KIDNAPPING,1
TARAVAL,Outer Mission,LARCENY/THEFT,3
TARAVAL,Outer Mission,NON-CRIMINAL,5
TARAVAL,Outer Mission,OTHER OFFENSES,18
TARAVAL,Outer Mission,SUSPICIOUS OCC,6
TARAVAL,Outer Mission,TRESPASS,1
TARAVAL,Outer Mission,VANDALISM,3
TARAVAL,Outer Mission,VEHICLE THEFT,4
TARAVAL,Outer Mission,WARRANTS,3
TARAVAL,Outer Mission,WEAPON LAWS,1
TARAVAL,Outer Sunset,ARSON,3
TARAVAL,Outer Sunset,ASSAULT,232
TARAVAL,Outer Sunset,BAD CHECKS,2
TARAVAL,Outer Sunset,BURGLARY,168
TARAVAL,Outer Sunset,DISORDERLY CONDUCT,4
TARAVAL,Outer Sunset,DRIVING UNDER THE INFLUENCE,8
TARAVAL,Outer Sunset,DRUG/NARCOTIC,16
TARAVAL,Outer Sunset,DRUNKENNESS,12
TARAVAL,Outer Sunset,EMBEZZLEMENT,2
TARAVAL,Outer Sunset,EXTORTION,3
TARAVAL,Outer Sunset,FAMILY OFFENSES,2
TARAVAL,Outer Sunset,FORGERY/COUNTERFEITING,7
TARAVAL,Outer Sunset,FRAUD,68
TARAVAL,Outer Sunset,KIDNAPPING,3
TARAVAL,Outer Sunset,LARCENY/THEFT,550
TARAVAL,Outer Sunset,LIQUOR LAWS,4
TARAVAL,Outer Sunset,MISSING PERSON,64
TARAVAL,Outer Sunset,NON-CRIMINAL,327
TARAVAL,Outer Sunset,OTHER OFFENSES,374
TARAVAL,Outer Sunset,PORNOGRAPHY/OBSCENE MAT,1
TARAVAL,Outer Sunset,PROSTITUTION,8
TARAVAL,Outer Sunset,RECOVERED VEHICLE,12
TARAVAL,Outer Sunset,ROBBERY,29
TARAVAL,Outer Sunset,RUNAWAY,1
TARAVAL,Outer Sunset,SECONDARY CODES,74
TARAVAL,Outer Sunset,"SEX OFFENSES, FORCIBLE",32
TARAVAL,Outer Sunset,"SEX OFFENSES, NON FORCIBLE",8
TARAVAL,Outer Sunset,STOLEN PROPERTY,11
TARAVAL,Outer Sunset,SUICIDE,2
TARAVAL,Outer Sunset,SUSPICIOUS OCC,137
TARAVAL,Outer Sunset,TRESPASS,23
TARAVAL,Outer Sunset,VANDALISM,151
TARAVAL,Outer Sunset,VEHICLE THEFT,137
TARAVAL,Outer Sunset,WARRANTS,51
TARAVAL,Outer Sunset,WEAPON LAWS,29
TARAVAL,Parkside,ARSON,6
TARAVAL,Parkside,ASSAULT,138
TARAVAL,Parkside,BURGLARY,72
TARAVAL,Parkside,DISORDERLY CONDUCT,2
TARAVAL,Parkside,DRIVING UNDER THE INFLUENCE,8
TARAVAL,Parkside,DRUG/NARCOTIC,17
TARAVAL,Parkside,DRUNKENNESS,5
TARAVAL,Parkside,EXTORTION,1
TARAVAL,Parkside,FAMILY OFFENSES,1
TARAVAL,Parkside,FORGERY/COUNTERFEITING,13
TARAVAL,Parkside,FRAUD,53
TARAVAL,Parkside,LARCENY/THEFT,336
TARAVAL,Parkside,LIQUOR LAWS,2
TARAVAL,Parkside,MISSING PERSON,201
TARAVAL,Parkside,NON-CRIMINAL,315
TARAVAL,Parkside,OTHER OFFENSES,272
TARAVAL,Parkside,PROSTITUTION,4
TARAVAL,Parkside,RECOVERED VEHICLE,6
TARAVAL,Parkside,ROBBERY,30
TARAVAL,Parkside,RUNAWAY,25
TARAVAL,Parkside,SECONDARY CODES,45
TARAVAL,Parkside,"SEX OFFENSES, FORCIBLE",7
TARAVAL,Parkside,STOLEN PROPERTY,7
TARAVAL,Parkside,SUSPICIOUS OCC,72
TARAVAL,Parkside,TRESPASS,13
TARAVAL,Parkside,VANDALISM,106
TARAVAL,Parkside,VEHICLE THEFT,81
TARAVAL,Parkside,WARRANTS,29
TARAVAL,Parkside,WEAPON LAWS,13
TARAVAL,West of Twin Peaks,ARSON,1
TARAVAL,West of Twin Peaks,ASSAULT,71
TARAVAL,West of Twin Peaks,BURGLARY,91
TARAVAL,West of Twin Peaks,DISORDERLY CONDUCT,4
TARAVAL,West of Twin Peaks,DRIVING UNDER THE INFLUENCE,9
TARAVAL,West of Twin Peaks,DRUG/NARCOTIC,8
TARAVAL,West of Twin Peaks,DRUNKENNESS,6
TARAVAL,West of Twin Peaks,FORGERY/COUNTERFEITING,5
TARAVAL,West of Twin Peaks,FRAUD,25
TARAVAL,West of Twin Peaks,LARCENY/THEFT,260
TARAVAL,West of Twin Peaks,LIQUOR LAWS,1
TARAVAL,West of Twin Peaks,MISSING PERSON,14
TARAVAL,West of Twin Peaks,NON-CRIMINAL,120
TARAVAL,West of Twin Peaks,OTHER OFFENSES,136
TARAVAL,West of Twin Peaks,PROSTITUTION,2
TARAVAL,West of Twin Peaks,RECOVERED VEHICLE,3
TARAVAL,West of Twin Peaks,ROBBERY,21
TARAVAL,West of Twin Peaks,SECONDARY CODES,30
TARAVAL,West of Twin Peaks,"SEX OFFENSES, FORCIBLE",7
TARAVAL,West of Twin Peaks,"SEX OFFENSES, NON FORCIBLE",2
TARAVAL,West of Twin Peaks,STOLEN PROPERTY,9
TARAVAL,West of Twin Peaks,SUSPICIOUS OCC,45
TARAVAL,West of Twin Peaks,TRESPASS,10
TARAVAL,West of Twin Peaks,VANDALISM,34
TARAVAL,West of Twin Peaks,VEHICLE THEFT,38
TARAVAL,West of Twin Peaks,WARRANTS,18
TARAVAL,West of Twin Peaks,WEAPON LAWS,12
TENDERLOIN,Bayview,VANDALISM,1
TENDERLOIN,Downtown/Civic Center,ARSON,11
TENDERLOIN,Downtown/Civic Center,ASSAULT,1151
TENDERLOIN,Downtown/Civic Center,BRIBERY,6
TENDERLOIN,Downtown/Civic Center,BURGLARY,137
TENDERLOIN,Downtown/Civic Center,DISORDERLY CONDUCT,80
TENDERLOIN,Downtown/Civic Center,DRIVING UNDER THE INFLUENCE,12
TENDERLOIN,Downtown/Civic Center,DRUG/NARCOTIC,943
TENDERLOIN,Downtown/Civic Center,DRUNKENNESS,40
TENDERLOIN,Downtown/Civic Center,EMBEZZLEMENT,16
TENDERLOIN,Downtown/Civic Center,EXTORTION,2
TENDERLOIN,Downtown/Civic Center,FAMILY OFFENSES,3
TENDERLOIN,Downtown/Civic Center,FORGERY/COUNTERFEITING,36
TENDERLOIN,Downtown/Civic Center,FRAUD,130
TENDERLOIN,Downtown/Civic Center,GAMBLING,4
TENDERLOIN,Downtown/Civic Center,KIDNAPPING,18
TENDERLOIN,Downtown/Civic Center,LARCENY/THEFT,1536
TENDERLOIN,Downtown/Civic Center,LIQUOR LAWS,12
TENDERLOIN,Downtown/Civic Center,MISSING PERSON,163
TENDERLOIN,Downtown/Civic Center,NON-CRIMINAL,1319
TENDERLOIN,Downtown/Civic Center,OTHER OFFENSES,1144
TENDERLOIN,Downtown/Civic Center,PORNOGRAPHY/OBSCENE MAT,1
TENDERLOIN,Downtown/Civic Center,PROSTITUTION,17
TENDERLOIN,Downtown/Civic Center,RECOVERED VEHICLE,45
TENDERLOIN,Downtown/Civic Center,ROBBERY,321
TENDERLOIN,Downtown/Civic Center,RUNAWAY,2
TENDERLOIN,Downtown/Civic Center,SECONDARY CODES,95
TENDERLOIN,Downtown/Civic Center,"SEX OFFENSES, FORCIBLE",42
TENDERLOIN,Downtown/Civic Center,"SEX OFFENSES, NON FORCIBLE",1
TENDERLOIN,Downtown/Civic Center,STOLEN PROPERTY,49
TENDERLOIN,Downtown/Civic Center,SUICIDE,3
TENDERLOIN,Downtown/Civic Center,SUSPICIOUS OCC,452
TENDERLOIN,Downtown/Civic Center,TRESPASS,129
TENDERLOIN,Downtown/Civic Center,VANDALISM,317
TENDERLOIN,Downtown/Civic Center,VEHICLE THEFT,148
TENDERLOIN,Downtown/Civic Center,WARRANTS,669
TENDERLOIN,Downtown/Civic Center,WEAPON LAWS,127
TENDERLOIN,Financial District,ARSON,2
TENDERLOIN,Financial District,ASSAULT,16
TENDERLOIN,Financial District,BURGLARY,22
TENDERLOIN,Financial District,DRUG/NARCOTIC,6
TENDERLOIN,Financial District,EMBEZZLEMENT,4
TENDERLOIN,Financial District,FORGERY/COUNTERFEITING,10
TENDERLOIN,Financial District,FRAUD,16
TENDERLOIN,Financial District,LARCENY/THEFT,219
TENDERLOIN,Financial District,MISSING PERSON,3
TENDERLOIN,Financial District,NON-CRIMINAL,17
TENDERLOIN,Financial District,OTHER OFFENSES,53
TENDERLOIN,Financial District,PORNOGRAPHY/OBSCENE MAT,1
TENDERLOIN,Financial District,PROSTITUTION,1
TENDERLOIN,Financial District,ROBBERY,22
TENDERLOIN,Financial District,SECONDARY CODES,1
TENDERLOIN,Financial District,SUSPICIOUS OCC,10
TENDERLOIN,Financial District,TRESPASS,2
TENDERLOIN,Financial District,VANDALISM,11
TENDERLOIN,Financial District,WARRANTS,43
TENDERLOIN,Financial District,WEAPON LAWS,1
TENDERLOIN,South of Market,ASSAULT,27
TENDERLOIN,South of Market,BURGLARY,2
TENDERLOIN,South of Market,DISORDERLY CONDUCT,1
TENDERLOIN,South of Market,DRUG/NARCOTIC,18
TENDERLOIN,South of Market,DRUNKENNESS,1
TENDERLOIN,South of Market,FRAUD,3
TENDERLOIN,South of Market,LARCENY/THEFT,67
TENDERLOIN,South of Market,MISSING PERSON,2
TENDERLOIN,South of Market,NON-CRIMINAL,36
TENDERLOIN,South of Market,OTHER OFFENSES,37
TENDERLOIN,South of Market,ROBBERY,8
TENDERLOIN,South of Market,SECONDARY CODES,2
TENDERLOIN,South of Market,"SEX OFFENSES, FORCIBLE",1
TENDERLOIN,South of Market,STOLEN PROPERTY,3
TENDERLOIN,South of Market,SUSPICIOUS OCC,13
TENDERLOIN,South of Market,VANDALISM,9
TENDERLOIN,South of Market,VEHICLE THEFT,5
TENDERLOIN,South of Market,WARRANTS,16
TENDERLOIN,South of Market,WEAPON LAWS,3
